,"location_Melbourne, Australia",8607,8908,8106
0,0,0.6411055624485016,0.6411055624485016,0.5112375617027283
1,0,0.3769170120358467,0.3769170120358467,0.11773578077554703
2,0,11.629459857940674,11.629459857940674,6.293722629547119
3,0,0.7658189833164215,0.7658189833164215,0.5150384306907654
4,0,22.903799772262573,22.903799772262573,20.6489315032959
5,0,2.421413242816925,2.421413242816925,1.4256107807159424
6,0,2.043607994914055,2.043607994914055,1.9156272411346436
7,0,5.612862586975098,5.612862586975098,3.740529775619507
8,0,0.7526835650205612,0.7526835650205612,0.5849847793579102
9,0,21.508240938186646,21.508240938186646,18.241647720336914
10,1,18.137843668460846,18.137843668460846,17.664783477783203
11,0,14.526302099227905,14.526302099227905,11.843313217163086
12,0,0.8954864293336868,0.8954864293336868,0.22267462313175201
13,0,0.6011855155229568,0.6011855155229568,0.21394990384578705
14,0,14.331941366195679,14.331941366195679,12.096456527709961
15,0,0.8160257339477539,0.8160257339477539,0.3192369341850281
16,0,1.4973576962947845,1.4973576962947845,1.0297012329101562
17,0,4.69770610332489,4.69770610332489,2.8935494422912598
18,0,9.12320101261139,9.12320101261139,8.34969425201416
19,0,7.518148303031921,7.518148303031921,6.405091285705566
20,0,3.777458041906357,3.777458041906357,3.3211874961853027
21,0,3.1392853558063507,3.1392853558063507,2.887802839279175
22,0,11.126770257949829,11.126770257949829,8.137253761291504
23,0,6.748624473810196,6.748624473810196,6.36431884765625
24,0,19.279465675354004,19.279465675354004,16.374563217163086
25,0,14.833513975143433,14.833513975143433,11.085078239440918
26,0,12.493018865585327,12.493018865585327,9.643194198608398
27,0,0.8495877981185913,0.8495877981185913,0.48470771312713623
28,0,1.8068764805793762,1.8068764805793762,1.2507585287094116
29,0,24.077210426330566,24.077210426330566,15.282176971435547
30,0,12.268855571746826,12.268855571746826,9.909914016723633
31,0,6.101853609085083,6.101853609085083,2.5429532527923584
32,0,20.81496861577034,20.81496861577034,20.493663787841797
33,0,19.491097927093506,19.491097927093506,13.16999340057373
34,0,5.70781934261322,5.70781934261322,4.568601608276367
35,0,9.033758223056793,9.033758223056793,8.285430908203125
36,0,5.127768725156784,5.127768725156784,4.837766170501709
37,0,11.345906734466553,11.345906734466553,5.778059959411621
38,0,2.6021376252174377,2.6021376252174377,2.544440507888794
39,0,0.3043571636080742,0.3043571636080742,0.20124009251594543
40,0,2.952085852622986,2.952085852622986,2.3347175121307373
41,0,0.9319635629653931,0.9319635629653931,0.34738636016845703
42,1,23.29532241821289,23.29532241821289,10.029563903808594
43,0,3.6738985776901245,3.6738985776901245,2.3723721504211426
44,0,7.54275107383728,7.54275107383728,2.0538442134857178
45,0,10.86687183380127,10.86687183380127,8.581177711486816
46,0,9.458041191101074,9.458041191101074,6.130337715148926
47,1,9.358282029628754,9.358282029628754,8.362897872924805
48,0,0.800171434879303,0.800171434879303,0.5145930051803589
49,0,6.607415318489075,6.607415318489075,4.716741561889648
50,0,13.116567611694336,13.116567611694336,11.332588195800781
51,1,22.755457401275635,22.755457401275635,18.59634017944336
52,0,12.337373197078705,12.337373197078705,11.42681884765625
